x,y
3.8807170873914827,3.1308286598465336
2.725951951666433,0.8471535344020173
2.424421231452651,4.807136583615584
2.547801095940738,1.4349695480575304
3.422402358973276,4.9808303247018095
2.1384427934079406,2.1351800958377227
5.3182700109512835,2.887443152033603
4.455814396432757,2.507724438324084
2.4656551506719087,5.172652778650461
1.871399310728011,1.0502087839944958
3.3698547199890045,3.4221948646646223
0.9434273559952273,3.3120362076330285
2.620510927527021,2.8671746278945047
2.6668634303921177,2.574827312770778
2.8373108797553988,2.1884534292437703
3.888564323829378,1.9995521941809697
2.671374482205043,2.0988640327856194
1.784811887857521,1.8278688106628378
3.817147440450905,4.256845229029494
3.089917458969847,3.57128355164663
2.14371265110686,4.282525997647563
4.452173488216158,4.5690211853515645
2.9780287617040853,3.589919853485048
1.5992220123527685,3.236370608760359
4.015945730528696,1.5312863141867479
4.5582504503226,4.1312087497243075
2.003896185431799,2.6798461213860785
5.242555222696966,3.6116712701895723
3.1190795101086763,4.161979636968082
3.2070405107742026,3.7906375963780867
4.764999884402182,1.2454616962686644
3.5402679143043754,1.364215519252236
2.851774255123076,3.092724040425509
3.050507160217305,5.445756091513624
1.748929598189854,1.5993706229060984
4.208147597190029,2.2147820623994745
1.8277208355156545,4.115881827091904
0.6127280370667072,2.7530718084450263
2.342012276596343,4.151808689803189
1.7032647898922189,1.016817537050911
3.4441525912577324,3.2825793137215404
2.5227131124881117,4.509049700835132
2.8274882835514488,1.4843935019570627
3.354007611641589,5.414868023780818
4.746981262519408,2.626726540952278
4.494490358827278,1.45572019477275
2.900007594396496,3.7305475891476587
0.7671677525745375,3.7774983144134984
5.219328160890207,4.120113453140363
1.999759573879278,1.211646524662073
4.403889095053423,3.500384045473641
2.2619228322307654,4.687841448656782
3.5785811927550597,4.036900664103566
1.695914530344666,4.205835801582495
2.761131039001288,2.9865702651964536
1.3228598597906145,4.596408167529858
1.9292177775328507,2.5318503193361224
3.170972316256559,1.4651943444954214
2.1674719587594944,2.5635684429135184
4.227072123532574,2.905486566426598
3.5992398177558766,1.6430299456399517
2.520652899948364,1.1561372719595249
2.4718778009213644,1.1523173899560497
3.932165348035008,3.553220085871274
4.383147955177009,1.9695076518396066
4.247044367280758,1.0808980295069421
4.480096926284668,3.4721480925451917
